roi_id,roi_source_excel_column,k_ref_amplitude,k_ref_half_width,k_ref_peak_location,k_ref_integral,k_ref_peak_count,k_ref_multiple_responses,k_ref_response_detected,normalized_negative_fraction,majority_negative_trace,exclude_primary_analysis,exclusion_reason,k_ref_free_coef,k_ref_free_coef_ci_low,k_ref_free_coef_ci_high,k_ref_coef_fast,k_ref_coef_fast_ci_low,k_ref_coef_fast_ci_high,k_ref_tau_fast,k_ref_tau_fast_ci_low,k_ref_tau_fast_ci_high,k_ref_coef_slow,k_ref_coef_slow_ci_low,k_ref_coef_slow_ci_high,k_ref_tau_slow,k_ref_tau_slow_ci_low,k_ref_tau_slow_ci_high,k_ref_gof,k_ref_percent_fast,k_ref_fit_available,k_ref_fit_any_value_present,k_ref_fitted_peak_component,k_ref_fit_amplitude_relative_difference
ROI_055,BD,5.673385419200393,14.00015215645098,204.0,107.2592400625999,1,False,True,0.0007867820613690008,False,False,,0.05440468817606795,-1278.9889206226387,1279.0977299989906,6.119627372898421,5.8043817956318815,6.43487295016496,12.52145687793168,11.554225045579802,13.488688710283558,0.006335229504547788,-1278.705497482301,1278.7181679413104,3771.3081903788684,-779444264.1088326,779451806.7252133,0.9931318387595925,0.9989658393438343,True,True,6.125962602402969,0.07977197912042468
ROI_056,BE,5.411571047408957,14.55967828461769,204.0,114.97186182421183,1,False,True,0.03697875688434304,False,False,,2.0138770916961293e-08,-1.5746265676440958,1.5746266079216376,5.583867304692513,4.623361884815637,6.544372724569389,12.55270843935841,10.270189391384537,14.835227487332283,0.4023528529885082,-0.3302699372645591,1.1349756432415754,100.00000040491837,-821.5872816065533,1021.5872824163902,0.9810480997786585,0.9327868266802313,True,True,5.986220157681021,0.10618896162274422
ROI_057,BF,5.83657638994708,11.524171672150828,204.0,123.80729194939218,1,False,True,0.1093627065302911,False,False,,2.1975454155283654e-12,,,5.272112538280392,5.1593851024509885,5.384839974109795,9.029802745201511,8.647999089653077,9.411606400749946,0.8462411706301738,0.7935882494598598,0.8988940918004877,100.00000000015785,,,0.9907424481795671,0.8616880927629704,True,True,6.118353708910566,0.04827784306032884
ROI_058,BG,5.50606874491916,15.009983433167548,204.0,103.56985081980017,1,False,True,0.03383162863886703,False,False,,0.006609752639022227,-1.3359973667056733,1.3492168719837179,5.976715315481725,5.255795604479744,6.697635026483706,13.890784194284207,12.249379143411089,15.532189245157324,0.0002634954463590195,-0.6797462973848091,0.6802732882775272,110.42723105344123,-1262802.9979743073,1263023.852436414,0.992949938997939,0.9999559149438715,True,True,5.976978810928084,0.0855256423094001
ROI_059,BH,5.975196542166505,15.363869965571837,204.0,165.11384393124376,1,False,True,0.02753737214791503,False,False,,1.5758013177157122e-10,,,5.359446644233053,5.270788184168562,5.448105104297544,16.635182175841422,16.02233674326124,17.248027608421605,0.7095512123094653,0.63578587914661,0.7833165454723205,100.00000000000023,,,0.9947774218337968,0.8830859346004624,True,True,6.068997856542518,0.01569844836300606
ROI_060,BI,2.9749193816403134,11.280669758810546,204.0,59.633311839744785,1,False,True,0.11014948859166011,False,False,,1.998023409121772e-08,-0.025965592508606423,0.025965632469074608,2.626600642069452,2.59629065290989,2.6569106312290143,11.646492947535155,11.368617756189566,11.924368138880743,0.27753235848263325,0.2230058754145991,0.3320588415506674,100.0000000033945,,,0.9985384298833448,0.9044353828044812,True,True,2.9041330005520853,0.023794386337016585
ROI_061,BJ,3.7172060634076334,12.776310090282152,204.0,81.15638693467582,1,False,True,0.1093627065302911,False,False,,9.582190720919422e-08,-0.04758842135396271,0.04758861299777713,3.1816428817130356,3.124285383093536,3.239000380332535,13.748918140650021,13.275195204655477,14.222641076644566,0.35928195679076863,0.25312571684404594,0.4654381967374913,100.00000000040339,,,0.9976280716180861,0.8985344300777136,True,True,3.540924838503804,0.04742304351624481
ROI_062,BK,3.0983841815573494,14.582683627301037,204.0,77.48465243442624,1,False,True,0.044059795436664044,False,False,,1.4521901342481722e-12,,,2.6840831177299527,2.65905639533719,2.709109840122715,16.036842488383787,15.704814684828612,16.36887029193896,0.3271885042190916,0.30706015213682275,0.3473168563013605,100.00000000000837,,,0.9982711898995063,0.8913454031067052,True,True,3.011271621949044,0.028115480361289382
ROI_063,BL,4.812091198666661,14.08783675603297,204.0,104.62453059399968,1,False,True,0.003147128245476003,False,False,,0.017281954509222694,-41.12021401737027,41.15477792638872,4.9017561414349435,4.731296970621036,5.072215312248851,13.36042590427863,12.736124891752945,13.984726916804314,0.14923694479160435,-40.81231517975191,41.11078906933512,971.5096315270496,-292803.8851033728,294746.9043664269,0.9979173222248392,0.970453939998739,True,True,5.050993086226548,0.049646167891847594
ROI_064,BM,1.827038798237885,21.12865478641251,205.0,58.48755843876646,1,False,True,0.5861526357199056,True,True,majority_negative_normalized_trace,0.0015963855081294548,-0.19481514371952333,0.19800791473578225,1.5869808442565843,1.3338268627787948,1.8401348257343737,20.929596355624543,18.87156901386314,22.987623697385946,0.25066170359706247,0.16448604224284438,0.3368373649512806,100.09494215011189,-129.32322724523044,329.5131115454542,0.9992331196404753,0.8635960492480795,True,True,1.8376425478536467,0.00580379005962465
ROI_065,BN,4.441631121229457,13.887541360303857,204.0,92.34509482477827,1,False,True,0.07789142407553108,False,False,,0.0010736169107167688,-0.4726618634418728,0.47480909726330633,4.371383794038309,4.258712286673515,4.484055301403102,13.856822084739193,13.47310877967244,14.240535389805945,0.1996002458637133,-0.16304606391053159,0.5622465556379582,153.31691015421066,-500.0874473710246,806.7212676794459,0.9995509125945153,0.9563332000021615,True,True,4.570984039902022,0.02912284139362753
ROI_066,BO,3.8983497479446876,18.217417092195745,204.0,87.03483240790852,1,False,True,0.014948859166011016,False,False,,4.677669565420248e-09,,,4.155039537794176,4.088779206184245,4.221299869404106,17.40472798457636,16.96828250681585,17.841173462336872,1.1770736401568872e-10,,,100.00000007110599,-1764556301.7311726,1764556501.7311726,0.9917990390124531,0.9999999999716711,True,True,4.155039537911883,0.06584575693920984
ROI_067,BP,5.170152654794514,12.970001859217234,204.0,94.82217958767093,1,False,True,0.010228166797797011,False,False,,0.0888358664772769,-0.4433376665756259,0.6210093995301798,5.239423462782073,5.004604967624863,5.474241957939282,12.229253963950896,11.611177966372455,12.847329961529336,0.01566844947598588,-0.2975945545104634,0.3289314534624352,112.28694021122178,-8026.954373594135,8251.528254016579,0.9981083531329438,0.9970184252268857,True,True,5.255091912258059,0.01642877166978369
ROI_068,BQ,5.19450214585884,12.22078013941561,204.0,88.766353772339,1,False,True,0.14634146341463414,False,False,,0.07921209662914187,-0.5466339314419673,0.705058124700251,5.417090358376832,5.1928625406400215,5.641318176113643,11.185000513456085,10.605167315358184,11.764833711553987,0.00038885544436669076,-0.4138532224073375,0.41463093329607087,117.45541412423287,-381820.6556651941,382055.5664934426,0.9974221820947041,0.9999282220698927,True,True,5.417479213821199,0.042925589729541504
ROI_069,BR,4.8276665541330255,9.764322723055272,204.0,63.16616431353391,1,False,True,0.08418568056648308,False,False,,0.004009899167099147,-4.742831355183859,4.750851153518057,5.027561864272291,4.93890041196673,5.116223316577851,8.454782125758804,8.177653972713262,8.731910278804346,0.05199176706499181,-4.610960215237923,4.714943749367907,411.4576291564074,-45032.69615804249,45855.61141635531,0.9976047233252009,0.9897645008127802,True,True,5.079553631337283,0.052175740470023456
ROI_070,BS,2.013975032065043,17.129923063550365,204.0,55.72732178198086,1,False,True,0.17309205350118018,False,False,,0.06513431598994555,-181.5790896521292,181.7093582841091,2.0803509133571443,1.843914628480227,2.3167871982340618,16.03376724047932,13.941497068897318,18.126037412061326,0.0035127651309838086,-181.39681341545543,181.40383894571738,1852.2886356606368,-100868899.42332348,100872604.0005948,0.9898051538581061,0.9983143018580121,True,True,2.083863678488128,0.03470184352356356
ROI_071,BT,5.403960145846101,11.84948994352709,204.0,126.05934076515135,1,False,True,0.043273013375295044,False,False,,1.1023509003935171e-07,-0.6766456747635912,0.6766458952337713,4.9829245295609566,4.7106239807221835,5.25522507839973,8.287864885114555,7.569898141671266,9.005831628557843,0.8949694064333011,0.45465769462856126,1.335281118238041,100.00006600050703,-59.478557826011084,259.47868982702516,0.9901039874471994,0.8477397829598783,True,True,5.8778939359942575,0.08770120011200644
ROI_072,BU,5.27579507439152,12.825549876300585,204.0,109.04270420188209,1,False,True,0.06451612903225806,False,False,,6.900221339154742e-13,,,5.026963982008578,4.9852502401831265,5.068677723834029,11.760640506971399,11.556098123315898,11.965182890626899,0.45276564019134474,0.42793699103218613,0.47759428935050335,100.00000000002423,,,0.9984419821999201,0.9173744561488829,True,True,5.4797296221999225,0.03865475154603557
ROI_073,BV,4.480074833681749,14.74215942847104,204.0,92.11813546468551,1,False,True,0.003147128245476003,False,False,,0.05617025855956445,-526.2855833610525,526.3979238781716,4.630347805523662,4.4163528844155255,4.844342726631799,14.374540292624392,13.516916439746415,15.232164145502368,0.010795989481400045,-526.1085617103516,526.1301536893144,3130.9601632484055,-157214027.1123448,157220289.03267127,0.9970958899331349,0.9976738515421525,True,True,4.641143795005062,0.03595229260734163
ROI_074,BW,5.656627820839801,13.453312818296922,204.0,112.18058671850648,1,False,True,0.0015735641227380016,False,False,,0.09803044850340525,-1511.3246946753122,1511.5207555723189,5.952297947423038,5.7523575879299464,6.15223830691613,12.349855074373938,11.726025591684254,12.973684557063622,0.021014223158111373,-1511.1933049072709,1511.235333353587,5131.386738608581,-375443791.14810383,375454053.92158103,0.9969125111338974,0.9964819814270536,True,True,5.97331217058115,0.05598465371446927
ROI_075,BX,6.935911926394383,8.841210509934257,203.0,130.65048487570908,1,False,True,0.0015735641227380016,False,False,,0.0004507469838325542,-28.862107265285026,28.863008759252693,7.451722571581479,7.175043806207575,7.7284013369553834,6.935833619636306,6.411414305236233,7.4602529340363795,0.48139418538521417,-28.147196750223543,29.10998512099397,562.5015901271487,-37979.73292764289,39104.73610789719,0.9833190739513883,0.9393184040859521,True,True,7.933116756966694,0.14377414839676386
ROI_076,BY,2.6829144824381372,13.541749955740443,204.0,63.67855551941798,1,False,True,0.08103855232100708,False,False,,7.525847080429787e-09,,,2.510705987032692,2.466539203909974,2.5548727701554106,12.855459109752836,12.371946235023417,13.338971984482255,0.3092948407079788,0.2806315144350867,0.3379581669808709,100.00000000431146,,,0.9934264932205287,0.89032101066588,True,True,2.820000827740671,0.05109605475682345
ROI_077,BZ,5.234190776276203,12.71880198273692,204.0,91.59018121383947,1,False,True,0.06294256490952006,False,False,,0.06309245550172493,-0.4321757330375038,0.5583606440409536,5.409234152032932,5.185607264846922,5.632861039218941,12.180277517790143,11.611926918463341,12.748628117116946,0.011839186743966305,-0.27573295020438016,0.2994113236923127,111.04813290934447,-9873.68181091861,10095.778076737297,0.9983784453729371,0.9978160806902794,True,True,5.421073338776898,0.035704193921959004
ROI_078,CA,3.8642761772852072,12.144636349778324,204.0,73.88119380347595,1,False,True,0.16994492525570418,False,False,,6.597686850760253e-11,,,3.585090090770709,3.544647970440219,3.6255322111011985,12.79850213354267,12.490116261642898,13.10688800544244,0.2565813580744119,0.2304490491827031,0.2827136669661207,100.00000000014946,,,0.9970888004112329,0.9332110094548701,True,True,3.841671448845121,0.005849666898282346
ROI_079,CB,4.521200458136787,13.437326283719756,204.0,91.74794950404969,1,False,True,0.3154996066089693,False,False,,0.022426313032822155,-25.832579433812764,25.877432059878405,4.556774320494476,4.407583633097354,4.705965007891598,12.72168690031241,12.139580416837198,13.303793383787621,0.11640974546661763,-25.584931734585997,25.817751225519235,811.5160686779923,-200190.18661756304,201813.21875491904,0.9977788775377593,0.9750898437075202,True,True,4.6731840659610935,0.0336157640501833
ROI_080,CC,3.9210946711864363,15.195954984218531,204.0,80.51790093078161,1,False,True,0.015735641227380016,False,False,,0.030260065993737727,-475.86637143908996,475.9268915710774,4.2933942327652685,3.9908702555995426,4.5959182099309945,14.123890508089698,12.824074582198143,15.423706433981252,0.00547088214349768,-475.57727948664956,475.5882212509365,2490.597854199208,-224778549.33424497,224783530.52995336,0.992683991272861,0.9987273659449039,True,True,4.298865114908766,0.09634310706607473
ROI_081,CD,6.075833802643712,13.049140656302,204.0,138.95119416490112,1,False,True,0.043273013375295044,False,False,,1.3565806286954516e-06,-0.16282633013907258,0.16282904330032996,5.390343529108319,5.291357106022166,5.489329952194471,12.518035992263144,12.27431538204518,12.761756602481109,0.6786782840392842,0.6026631221876,0.7546934458909684,100.00000834930589,43.55270997789563,156.44730672071614,0.9997913660302525,0.8881733655052891,True,True,6.069021813147603,0.001121161262367796
ROI_082,CE,6.101575269170699,16.947022870050063,204.0,143.01778047877428,1,False,True,0.02989771833202203,False,False,,0.053210822233041466,-1888.3358755630293,1888.4422972074954,6.60022472608365,5.997654037467642,7.202795414699658,16.645746867126025,14.924876568592175,18.366617165659875,0.007613320807062085,-1887.7571742205384,1887.7724008621524,3770.5710193428945,-959707130.1750667,959714671.3171053,0.9942419086337235,0.9988478348359878,True,True,6.607838046890712,0.08297247110561703
ROI_083,CF,5.946045315756862,14.938427676555648,204.0,142.32261810481066,1,False,True,0.08261211644374508,False,False,,2.1369300156963398e-11,,,5.648943678658096,5.570702176782538,5.727185180533654,16.249953632574112,15.749576441628399,16.750330823519825,0.41560369596309815,0.35189603675770414,0.47931135516849216,100.00000000000014,,,0.9959760449156577,0.9314699564055995,True,True,6.064547374621194,0.01992955865141226
ROI_084,CG,4.292943177455158,13.903715794627203,204.0,86.86348687958971,1,False,True,0.2682926829268293,False,False,,0.07742672923580717,-0.3840435925627166,0.5388970510343309,4.291895243984708,4.043469743259531,4.540320744709885,14.081686478450052,13.292735922053184,14.87063703484692,0.030999027814225408,-0.20176878815826793,0.2637668437867187,111.0615809762653,-3599.333130440681,3821.4562923932117,0.9984806581230913,0.9928291034049914,True,True,4.322894271798933,0.006976820588044675
ROI_085,CH,6.584294857561418,9.580952213988326,203.0,114.72757425497633,1,False,True,0.04012588512981904,False,False,,1.7860265012722472e-12,,,6.513800935482157,6.301846835105632,6.725755035858683,8.42722564176818,7.8637702053357605,8.9906810782006,0.6684378766251518,0.47398622153114645,0.862889531719157,100.00000002443183,54.01109836476905,145.9889016840946,0.9872165330619167,0.9069318224982513,True,True,7.182238812107309,0.09081366607681778
ROI_086,CI,5.781007289706376,11.395360783395091,204.0,119.56787758854665,1,False,True,0.004720692368214005,False,False,,5.737352462315427e-09,,,5.574164048157131,5.424058770397238,5.7242693259170245,8.651751304244,8.175955170965693,9.127547437522306,0.7190684959413651,0.5790938653802269,0.8590431265025034,100.00000071266021,69.5463734033109,130.45362802200953,0.9917710723620154,0.8857394048443872,True,True,6.293232544098497,0.08860484492108937
ROI_087,CJ,4.058095900969413,9.286219650130903,204.0,50.757952260346485,1,False,True,0.040912667191188044,False,False,,0.033856407171040416,-0.1455632227956961,0.21327603713777693,4.187626491525199,4.115607774127331,4.259645208923067,8.625075086257244,8.396688649041543,8.853461523472944,2.1421070273064623e-05,-0.11601992409428853,0.11606276623483465,101.3697408315698,-1789290.2929632063,1789493.0324448696,0.9988919484260307,0.9999948847012164,True,True,4.187647912595472,0.03192433466028038
ROI_088,CK,2.4246145209303567,16.446281968289668,204.0,73.52554243343674,1,False,True,0.0904799370574351,False,False,,8.992160111167757e-09,,,1.936989060288495,1.9246757030052397,1.9493024175717502,16.758268739887335,16.52092185632239,16.99561562345228,0.44259200602345866,0.4322780592394281,0.45290595280748924,100.00000000000097,,,0.999314146428223,0.8140042328083322,True,True,2.3795810663119537,0.018573449193533285
ROI_089,CL,4.703747554127202,16.579568384158335,204.0,113.18010347434316,1,False,True,0.0055074744295830055,False,False,,0.005117070083759285,-1.1113365436953848,1.1215706838629034,4.735546898309791,3.3868687144005163,6.084225082219066,20.14060994017458,16.463207240111856,23.818012640237306,2.0964237422632577e-05,-0.4329866279444581,0.4330285564193034,100.01454379110551,-15260493.488528797,15260693.517616378,0.9960621876124376,0.999995573025658,True,True,4.735567862547214,0.006764884393528282
ROI_090,CM,4.4570169437440015,10.00924478402564,204.0,107.05559693814732,1,False,True,0.05271439811172305,False,False,,0.0009419521669515399,-0.5184192327469709,0.5203031370808741,4.128322448083667,4.027812711913644,4.228832184253689,6.875878991526319,6.560088649212711,7.191669333839927,0.628467353489718,0.19464178569961166,1.0622929212798244,132.76839615385032,-56.15288885688153,321.68968116458217,0.9955042314894201,0.8678799401054379,True,True,4.756789801573385,0.06725863096620113
ROI_091,CN,3.510750857814299,15.34203470857338,204.0,92.5680226420013,1,False,True,0.3878835562549174,False,False,,0.002513540313497183,-0.2471159583014553,0.2521430389284497,3.047837844605479,2.8428148023700737,3.252860886840884,15.70040803609698,14.822415700980677,16.578400371213284,0.40771967306984014,0.324057162155556,0.49138218398412425,100.0114359953888,-56.339771809426324,256.3626438002039,0.9991763154615129,0.8820104509954364,True,True,3.455557517675319,0.015721235249755678
ROI_092,CO,3.40635120550852,15.992198971444935,204.0,84.61844030500285,1,False,True,0.003933910306845004,False,False,,0.09460537358160644,-0.1852372609405588,0.37444800810377166,3.3491221928106376,3.156950318318361,3.541294067302914,16.941977338258678,16.167149816413524,17.71680486010383,0.03233674064693122,-0.07558230385991709,0.1402557851537795,111.37464762400708,-2191.814747852354,2414.564043100368,0.9994632866414529,0.9904370446948274,True,True,3.381458933457569,0.007307605865976744
ROI_093,CP,4.300172688154845,19.278796490211107,204.0,143.3425440611525,1,False,True,0.05114083398898505,False,False,,0.004314293559087139,-171.59029087879793,171.59891946591608,4.132054417483771,3.4881725289539682,4.775936306013574,17.912753062792802,15.061178513862695,20.764327611722912,0.4142928766982315,-170.5208696992315,171.34945545262795,1163.8980382978025,-524103.6231938619,526431.4192704575,0.9895568540433303,0.9088734648080217,True,True,4.546347294182003,0.05724760931235737
ROI_094,CQ,3.4863542877745393,15.12195737344706,204.0,97.54564183730713,1,False,True,0.0983477576711251,False,False,,1.326514554914716e-09,,,3.102447850563161,2.9374484545887682,3.2674472465375537,11.564461971769443,10.46838802054397,12.660535922994917,0.6963918738406152,0.5220550776381752,0.8707286700430552,100.00000035279321,65.56649318161516,134.43350752397126,0.9855763435368581,0.8166830073490629,True,True,3.798839724403776,0.08963100443492425
ROI_095,CR,6.131215672816587,11.562767205375167,203.0,203.1271532081771,1,False,True,0.25727773406766324,False,False,,2.7851566718268736e-09,,,5.768348535921742,5.590892582886878,5.945804488956607,8.228010147501594,7.686132426017081,8.769887868986107,1.1717190277160292,1.049618331870927,1.2938197235611315,342.6229866991728,172.31951004401057,512.926463354335,0.981762349366956,0.8311660488933554,True,True,6.940067563637771,0.1319235750272685
ROI_096,CS,4.168490841122454,14.957238666254483,204.0,105.91545472690073,1,False,True,0.12509834775767112,False,False,,0.02356173261259689,-0.13528063352928102,0.1824040987544748,3.812618148352181,3.6865027673785975,3.938733529325764,15.398563690222023,14.965872296359807,15.831255084084239,0.37946198386495306,0.32437916662201566,0.43454480110789045,100.24415956121744,-5.8437570067147675,206.33207612914964,0.9997666185854737,0.9094812188944822,True,True,4.192080132217134,0.005658952362800037
ROI_097,CT,3.2640784017743423,12.307099995332266,204.0,59.8817930522781,1,False,True,0.08969315499606609,False,False,,0.062019610515587624,-0.24246184682769445,0.3665010678588697,3.290991779187009,3.170133350215747,3.4118502081582713,12.550804585625908,12.036830822387808,13.064778348864008,0.005202912930238581,-0.18482389805125823,0.1952297239117354,118.59376009919046,-14220.910277345707,14458.09779754409,0.9988046366866004,0.998421539558121,True,True,3.296194692117248,0.009839313395611827
ROI_098,CU,5.429500230399995,10.6067942945227,204.0,118.55439605706646,1,False,True,0.0055074744295830055,False,False,,9.90085822162774e-08,-0.5403588355250442,0.5403590335422086,5.062727403437456,4.855318162238415,5.270136644636496,7.728898960918114,7.199093471330737,8.258704450505492,0.794780027159668,0.43121587401673556,1.1583441803026004,100.00000372197879,-41.338853985235616,241.33886142919317,0.9928070007402567,0.8643142946762516,True,True,5.857507430597123,0.07882994420014909
ROI_099,CV,7.052301923917471,11.684458698384901,204.0,152.17288793837946,1,False,True,0.05428796223446106,False,False,,4.141771817075193e-11,,,6.934487688870614,6.783456324988307,7.085519052752921,9.295102346230902,8.879664562808479,9.710540129653324,0.7215361341652002,0.5792976825431494,0.8637745857872511,114.91933951418173,76.17678668245037,153.6618923459131,0.994358443590016,0.9057557616273074,True,True,7.656023823035814,0.08560636025392715
ROI_100,CW,2.7784498593296623,11.966025101493244,204.0,65.77029196638301,1,False,True,0.42722265932336745,False,False,,6.50239447808812e-10,,,2.3296150884627482,2.3110254542040845,2.348204722721412,11.320123855255323,11.132437864317746,11.5078098461929,0.3817115657806728,0.3710437136983308,0.3923794178630148,100.00000000004535,,,0.9986820188894195,0.8592159431681657,True,True,2.711326654243421,0.024158508695361423
ROI_101,CX,3.340286835325598,11.394619367413952,204.0,61.449146476003335,1,False,True,0.14162077104642015,False,False,,2.6142648052088886e-07,-0.48431313659660397,0.484313659449565,3.337493846349374,3.255895535876694,3.419092156822054,9.87464844627183,9.512339100972968,10.236957791570694,0.18094660022090286,-0.22427101731892013,0.5861642177607258,154.2899174208565,-539.6237081185448,848.2035429602577,0.9981927907774406,0.9485719303854392,True,True,3.5184404465702768,0.053334824231438545
ROI_102,CY,4.697237264776988,14.912418258144697,204.0,121.35704126513951,1,False,True,0.3131392604248623,False,False,,7.626239378150539e-12,,,4.151965730612945,4.068594802515182,4.2353366587107075,13.798197980863932,13.19705585633441,14.399340105393454,0.6997749634387337,0.6417802665616895,0.7577696603157779,100.00000000000124,,,0.9921023583618758,0.8557682680163285,True,True,4.851740694051679,0.032892404740390714
ROI_103,CZ,4.53220179813028,15.194411315450736,203.0,116.71368780788546,1,False,True,0.2958300550747443,False,False,,2.548123259175838e-12,,,4.247711588600919,4.139108607474061,4.356314569727777,18.302557296046093,17.260347239856273,19.344767352235912,0.43162332248455076,0.33341092954433255,0.5298357154247689,100.00000000028828,,,0.988234018182029,0.9077596857916659,True,True,4.67933491108547,0.032463936847624206
ROI_104,DA,5.819935589826993,19.699192775858194,204.0,155.5667055965235,1,False,True,0.0,False,False,,0.00015266708322268698,-0.19867939577014815,0.1989847299365935,6.030473712308448,5.695474202653126,6.365473221963771,21.86268412058283,20.346162838396335,23.379205402769326,3.2830640295880575e-08,-0.5502262994390612,0.5502263651003418,100.00028597763938,-293664617.5548986,293664817.5554706,0.9957073161916774,0.9999999945558771,True,True,6.030473745139089,0.03617534112922284
ROI_105,DB,4.117074954623722,16.65429877511565,204.0,97.22077557564293,1,False,True,0.011014948859166011,False,False,,0.055446315417252284,-0.7952936368938256,0.9061862677283302,4.161700318745774,3.6177542269377883,4.7056464105537605,17.58543183416946,15.794906350170649,19.37595731816827,0.0017524242363377374,-0.35066835121816514,0.35417319969084066,116.74684407119018,-131843.1103468995,132076.6040350419,0.9975759571276119,0.9995790935205663,True,True,4.163452742982112,0.011264742291442802
ROI_106,DC,4.897927798747065,12.946488458836512,204.0,107.51220883972917,1,False,True,0.07867820613690008,False,False,,6.064886241568428e-10,,,4.544382599671039,4.487943468427791,4.600821730914286,12.06733529428901,11.808401605643006,12.326268982935016,0.4977745918010053,0.43758548544110987,0.5579636981609007,100.00000002990394,83.71453512836108,116.28546493144681,0.9991806943275404,0.9012774546888568,True,True,5.042157191472044,0.02944702303734941
ROI_107,DD,5.241330174659532,15.287116200033836,204.0,120.36911962443406,1,False,True,0.06136900078678206,False,False,,0.0808778698290369,-1749.2906098023734,1749.4523655420314,5.102061753767738,4.810388910608403,5.393734596927073,16.695801319946572,15.62980152094394,17.761801118949204,0.02336705716691774,-1749.0476971608296,1749.0944312751635,5210.817597853837,-397450031.47137904,397460453.1065748,0.9976780296405183,0.9954409556685158,True,True,5.125428810934656,0.022112967483946915
ROI_108,DE,6.525717632386782,11.238773741810377,203.0,154.50649983269759,1,False,True,0.023603461841070025,False,False,,7.501715884616379e-07,-22.36555968969325,22.365561190036424,6.776405525625061,6.468343605851938,7.084467445398184,9.216934106873508,8.472442242219014,9.961425971528001,0.5880159142315008,-21.476841989673083,22.652873818136086,483.78794950524684,-21237.683206323476,22205.25910533397,0.9876664477107119,0.920154499707318,True,True,7.364421439856562,0.1285228467911848
ROI_109,DF,3.094128314094325,15.004289735310635,204.0,57.216017107464054,1,False,True,0.32572777340676634,False,False,,2.0917110500799445e-08,-0.03201569488205456,0.03201573671627556,3.2511624235590966,3.185218223830433,3.31710662328776,15.080408154200217,14.485815537308659,15.675000771091776,4.563993126087698e-09,,,100.00000024705206,-1324899040.6395555,1324899240.639556,0.9892020119654064,0.9999999985961965,True,True,3.2511624281230898,0.050752295343876076
